"Date","GOOG","SBUX","Mkt_Minus_Rf","SMB","HML","RF","Mom"
2013-10-11,0.0043190421887338,0.00907666875202873,0.0071,0.0076,-1e-04,0,0.0024
2013-10-14,0.00472482384142725,0.00359821268969407,0.0044,0.002,-0.001,0,0.0027
2013-10-15,0.00673434183023502,-0.0177976879209392,-0.0073,-0.0019,4e-04,0,7e-04
2013-10-16,0.0181630211350223,0.0173379176052746,0.0137,-0.0031,0.0017,0,0.0062
2013-10-17,-0.0102892004606706,0.00897009978313656,0.007,0.0013,-5e-04,0,0.0023
2013-10-18,0.13796285693862,0.00723867242221798,0.0073,0.0024,0.0011,0,0.0033
2013-10-21,-0.00801850579905217,0.00189103052621675,-2e-04,-0.0012,1e-04,0,-0.0016
2013-10-22,0.00368786497837226,0.018122515715842,0.005,-0.0028,4e-04,0,-0.0038
2013-10-23,0.0242403184824764,-0.0105066283600528,-0.0051,0.0016,-0.003,0,-0.0056
2013-10-24,-0.00568156086401272,-0.0124922750015114,0.0042,0.0035,-0.0032,0,0.0014
2013-10-25,-0.0100921354275559,0.011511967382859,0.0033,-0.0033,6e-04,0,-0.0024
2013-10-28,-0.000197032061992841,-0.0156327969715868,9e-04,-4e-04,4e-04,0,-0.0059
2013-10-29,0.0209260706905627,0.0115613475508871,0.0054,-0.0014,-6e-04,0,0.0028
2013-10-30,-0.00561641268814328,0.0151971976936973,-0.0061,-0.0074,0.005,0,-0.0045
2013-10-31,0.000155297414732747,0.00272160112484809,-0.0034,-0.0011,-0.0045,0,0.0036
2013-11-01,-0.00343497376521673,-0.00839005777818935,0.002,-0.0065,0.0023,0,-5e-04
2013-11-04,-0.00090550007716339,0,0.0047,0.0076,-5e-04,0,5e-04
2013-11-05,-0.0044732204321748,0.0201569410488203,-0.0023,-1e-04,-0.0024,0,0.0062
2013-11-06,0.0012040832438005,-0.0104890453459121,0.0027,-0.0081,0.0033,0,-0.0129
2013-11-07,-0.0144708062633806,-0.0253913833303842,-0.0146,-0.0033,0.0016,0,-0.0116
2013-11-08,0.00801630744843385,0.0269379991966701,0.0145,0.0059,0.0045,0,0.0126
2013-11-11,-0.00535416299698521,-0.00258624981123534,0.0012,4e-04,-0.0013,0,0.0024
2013-11-12,0.0011775197615409,-0.00148631758864448,-0.0019,0.0034,-0.007,0,-9e-04
2013-11-13,0.0204491029812377,0.0105445594361917,0.009,6e-04,-0.0011,0,0.0064
2013-11-14,0.00267314333470292,-0.0039282615259062,0.0043,-0.0058,0.003,0,-8e-04
2013-11-15,-0.0016131024358208,0.000616118741553207,0.0043,6e-04,-0.0029,0,-4e-04
2013-11-18,-0.00194480250974749,-0.00800594263767673,-0.005,-0.0039,0.0046,0,-0.0091
2013-11-19,-0.00615573131728453,-0.00769791739070813,-0.0027,-0.0029,0.0025,0,-0.005
2013-11-20,-0.00281896606089838,-0.00287796227168657,-0.0033,0.0025,3e-04,0,7e-04
2013-11-21,0.0115033392805808,0.0230893033573323,0.0097,0.0081,-3e-04,0,0.0092
2013-11-22,-0.00210818878744701,-0.00220743463698614,0.005,-0.001,0.001,0,0.0049
2013-11-25,0.0136061981651856,-0.00786742217103475,-0.0011,0.0016,0.0016,0,-0.0035
2013-11-26,0.0119319195295688,0.00991187120580461,0.0018,0.0079,-0.0043,0,0.0061
2013-11-27,0.00444066581102165,0.00134970085184372,0.003,0.0033,-4e-04,0,-0.0019
2013-11-29,-0.00331113691267004,-0.00196026675336669,-2e-04,0.0026,-0.0017,0,-0.0021
2013-12-02,-0.0048225274708068,-0.00478778202593289,-0.0031,-0.0093,0.0016,0,0.0026
2013-12-03,-0.00115697762279088,-0.00641398521603942,-0.0034,-0.0013,-9e-04,0,-0.0063
2013-12-04,0.00467119634626267,-0.0130353869543851,-7e-04,-0.0022,0.0027,0,3e-04
2013-12-05,-0.000793863936801364,0.00276745177041193,-0.0035,0.006,-0.0065,0,0.0027
2013-12-06,0.0118505558391571,0.00275978588195303,0.0102,-0.0028,0.0019,0,0.0026
2013-12-09,0.00772992794000338,-0.00262728028930725,0.0017,-0.0041,2e-04,0,-0.0028
2013-12-10,0.00604740829682537,-0.0294744299634218,-0.0034,-0.0054,0.0024,0,0.0017
2013-12-11,-0.00679480347398709,-0.0126649991581393,-0.0117,-0.0034,5e-04,0,-0.0045
2013-12-12,-0.00680409570743468,0.00104726276684608,-0.0023,0.0039,0.0024,0,0.0062
2013-12-13,-0.00857040003541298,-0.0016999443672765,0.001,0.0022,0,0,0.0042
2013-12-16,0.0114914835169659,0.00144100672880598,0.0067,0.0058,-0.0013,0,0
2013-12-17,-0.00290783511512072,-0.00483962255124581,-0.0026,0.0014,-0.0013,0,-6e-04
2013-12-18,0.0139176648422941,0.0208969671008326,0.0155,-0.0043,6e-04,0,0.0016
2013-12-19,0.00135523370018764,-0.00682301618933068,-0.001,-0.0052,0.0024,0,-0.0013
2013-12-20,0.0132569503446474,0.00661045136206351,0.0069,0.0126,-0.0031,0,0.0038
2013-12-23,0.0131561990938869,0.00849865738668054,0.0062,0.0048,0,0,-0.0013
2013-12-24,-0.0029234845674454,0.0031919735205963,0.0034,0.001,9e-04,0,-0.0019
2013-12-26,0.00505467193287812,0.00394540639800223,0.0044,-0.0033,-0.0031,0,0.0021
2013-12-27,0.000841222350989046,-0.0039299013401114,-5e-04,-3e-04,0.0024,0,-0.0088
2013-12-30,-0.00799356228337467,-0.000254434220345545,0,3e-04,-0.003,0,-6e-04
2013-12-31,0.0101400845529009,-0.00203722402113815,0.0044,-0.0017,8e-04,0,5e-04
2014-01-02,-0.00677248233354433,-0.0155627906036494,-0.0088,-0.0025,0.0016,0,-7e-04
2014-01-03,-0.00729484864918595,-0.00285109645316117,3e-04,0.0041,4e-04,0,0.0025
2014-01-06,0.0111493702395411,-0.0101365189919722,-0.0034,-0.0055,0.0028,0,-0.001
2014-01-07,0.0192781891247054,0.0136536321975604,0.0068,0.0032,-0.0039,0,0.0055
2014-01-08,0.0020810779675855,0.010620538485079,4e-04,1e-04,-0.0011,0,0.0064
2014-01-09,-0.00962997226139217,-0.00551080324503672,2e-04,0.0017,-0.0041,0,0.0077
2014-01-10,-5.31216420152081e-05,0.000902274988992424,0.0027,0.0045,-0.0082,0,-0.0016
2014-01-13,-0.00637064956702171,-0.0328314322699323,-0.0132,-9e-04,0.0012,0,-0.0052
2014-01-14,0.0235267497417961,0.00452621930519892,0.0115,0.0012,-0.0032,0,0.0055
2014-01-15,-0.00067862599953572,0.00967408522431557,0.0053,0.0022,0.002,0,-0.0029
2014-01-16,0.00661656046820958,-0.011812661348315,-7e-04,0.0024,-0.007,0,-5e-04
2014-01-17,-0.00492116543518395,-0.00518022886442293,-0.0039,2e-04,3e-04,0,-1e-04
2014-01-21,0.011446924535478,-0.0166886439678114,0.003,0.0043,-1e-04,0,-6e-04
2014-01-22,0.00113430707266371,-0.000679234688574226,0.0015,0.0028,0.0021,0,0.0029
2014-01-23,-0.00422309000409427,-0.00285301813902972,-0.0086,0.001,-0.0054,0,-0.0051
2014-01-24,-0.031264618635244,0.0216650470125019,-0.0219,-0.0039,0.0017,0,-0.0099
2014-01-27,-0.0201098198847782,-0.0102694299746611,-0.0065,-0.008,0.0041,0,-0.0056
2014-01-28,0.0197779422159268,-0.00431203599447016,0.0073,0.0016,5e-04,0,0.0084
2014-01-29,-0.0143275571523931,-0.0315332814188745,-0.0107,-0.0034,0.0023,0,-0.0052
2014-01-30,0.0257199793432366,0.00489086600167754,0.0122,0.0022,-0.0038,0,0.0126
2014-01-31,0.0401447943587148,-0.0109857290261342,-0.0066,-0.001,-0.0033,0,0.0011
2014-02-03,-0.0402550049094993,-0.0302306795068785,-0.0249,-0.0085,0.0027,0,-0.0085
2014-02-04,0.0041731229109776,0.0282346558148223,0.0077,-7e-04,-5e-04,0,0.0046
2014-02-05,0.00442825350330556,-0.00226511900198789,-0.0023,-0.0057,0.0021,0,-0.001
2014-02-06,0.0146605787007139,0.0265286836711727,0.0121,-0.0044,0.0025,0,0.0011
2014-02-07,0.0150694390417803,0.0232176283402459,0.0133,-0.0023,-0.0063,0,0.0061
2014-02-10,-0.00383034863621246,0.0102648331371358,0.0016,7e-04,-0.0048,0,-6e-04
2014-02-11,0.0147068341862187,-0.00401084476542246,0.0109,-0.0018,0.0025,0,5e-04
2014-02-12,-0.00293240079131429,-0.0079194435764629,0.0011,0.0024,-6e-04,0,0.0025
2014-02-13,0.0111318865630461,0.0105533762608987,0.0072,0.0067,-7e-04,0,0.0036
2014-02-14,0.00241685906442846,0.00455195895824034,0.0042,-0.0032,0.0038,0,-0.003
2014-02-18,0.00671763922904156,-0.0141276158999976,0.0027,0.0095,-0.0023,0,0.0073
2014-02-19,-0.00705267760769268,-0.00878741846879449,-0.0074,-0.0031,-0.0044,0,-0.0033
2014-02-20,0.00147205883553636,0.00313694495052319,0.007,0.0051,-0.0021,0,0.005
2014-02-21,-0.00026569056874759,-0.0134602342816289,-9e-04,0.0036,-5e-04,0,0.0023
2014-02-24,0.00724373857036653,0,0.0065,0.002,0.0032,0,0.0041
2014-02-25,0.00617727325444051,-0.0277009412053034,-0.001,5e-04,-0.0059,0,0.0015
2014-02-26,0.000139300510915819,0.0174341568459697,0.0012,0.0065,-0.001,0,-0.001
2014-02-27,-0.000786680947148399,0.00571219041642768,0.0054,0.001,2e-04,0,6e-04
2014-02-28,-0.0029199612236942,-0.0170386807202514,0.0015,-0.0067,0.0082,0,-0.0031
2014-03-03,-0.0106609779018393,-0.00690513203360665,-0.007,8e-04,0.0014,0,-5e-04
2014-03-04,0.0101605138242948,0.0168865033510508,0.0167,0.0107,-0.0015,0,0.0081
2014-03-05,0.00275743554817476,-0.00502341125066874,1e-04,-0.0023,0.003,0,0.0033
2014-03-06,0.00110814711170359,0.0194946383163419,0.0016,-0.0024,0.0077,0,-0.0051
2014-03-07,-0.00395208395983404,0.00522772209296574,4e-04,-1e-04,0.0054,0,-0.0021
2014-03-10,-0.00265069059547296,0.00670561400677783,-9e-04,-7e-04,7e-04,0,-1e-04
2014-03-11,-0.00955783400716337,0.019984033698061,-0.0062,-0.0055,-0.002,0,-9e-04
2014-03-12,0.00609172706861427,0.00799677330366055,0.0013,0.0029,-0.0018,0,-5e-04
2014-03-13,-0.0151080832350257,-0.0158665458852149,-0.0121,-5e-04,0.0022,0,-0.0033
2014-03-14,-0.0136746141536134,-0.00214945008129508,-0.0016,0.0068,-7e-04,0,-0.0015
2014-03-17,0.0164563232786463,-0.00121215696880206,0.009,-0.0035,2e-04,0,0.0026
2014-03-18,0.016072414520365,0.00566217686351345,0.0082,0.0069,-0.0039,0,0.0051
2014-03-19,-0.00991524236383301,0.017560300971893,-0.0059,-0.0013,0.0063,0,-0.0013
2014-03-20,-0.00174282162123596,0.0138316376570127,0.0052,-0.0037,0.01,0,-0.0018
2014-03-21,-0.0117945723028083,-0.00324814129264572,-0.0037,-0.0017,0.0088,0,-0.0114
2014-03-24,-0.0212249813127564,-0.0122539654197279,-0.0064,-0.0078,0.009,0,-0.0102
2014-03-25,0.000682302301354687,-0.0153094433908766,0.003,-0.0034,0.0013,0,-0.0026
2014-03-26,-0.0230858507253024,-0.0143412837815904,-0.0089,-0.011,0.0025,0,-0.0084
2014-03-27,-0.0123086403415416,-0.00190385842745899,-0.0019,-0.0011,-0.0033,0,-0.0046
2014-03-28,0.00273968962929039,0.00408722546892526,0.0041,-0.0037,0.0054,0,-0.0046
2014-03-31,-0.00539304037502897,-0.00434160358184732,0.0097,0.0098,-0.0018,0,0.0071
2014-04-01,0.0182954385617513,0.00858517058614061,0.0087,0.0064,-0.0039,0,0.0099
2014-04-02,-0.000282079194558582,-0.00459402553976307,0.0029,5e-04,0.0013,0,-0.001
2014-04-03,0.00483242503839487,-0.00787278713698658,-0.0031,-0.0077,0.008,0,-0.0106
2014-04-04,-0.0466879483242122,-0.0210699683879448,-0.0147,-0.0102,0.0069,0,-0.0169
2014-04-07,-0.00918728223242404,-0.0156534449084282,-0.0126,-0.0035,-5e-04,0,-0.0105
2014-04-08,0.0311250793832394,0.0149085193413103,0.005,0.0028,-0.002,0,-0.0012
2014-04-09,0.0166516873458733,0.0139898251653026,0.0121,0.0023,-0.0088,0,0.0139
2014-04-10,-0.0411068524239866,-0.03118104476131,-0.0224,-0.0061,0.0079,0,-0.0189
2014-04-11,-0.0191329945724841,-0.0212189473085174,-0.0107,-0.0039,0.0025,0,-0.0053
2014-04-14,0.00361852796062245,0.00843897275443761,0.007,-0.0048,0.0021,0,-0.0019
2014-04-15,0.0073612899448714,-0.00605969974346476,0.0059,-0.0036,0.002,0,1e-04
2014-04-16,0.0374691573146437,0.0275797674935041,0.0113,-1e-04,-0.0038,0,0.0097
2014-04-17,-0.0367269170789966,-0.00904037512378997,0.0023,0.0031,0.0021,0,0.0027
2014-04-21,-0.0139525337665772,0.00470430122565135,0.0036,0.0018,-0.0043,0,0.0018
2014-04-22,0.0117097022943533,0.00950597695455957,0.0058,0.0068,-0.0035,0,0.0072
2014-04-23,-0.0147155024515121,-0.0106815237988498,-0.0031,-0.0054,0.0089,0,-0.0032
2014-04-24,-0.00337803097897438,0.00994410633501674,8e-04,-0.0042,-0.0019,0,-0.0053
2014-04-25,-0.0170994939497563,0.00506428993762542,-0.0105,-0.0086,0.0056,0,-0.0129
2014-04-28,0.00187919295265093,-0.00727790210065438,0.0011,-0.0064,-0.0058,0,-0.0114
2014-04-29,0.02040027722039,-0.00408851825389667,0.0056,-0.0026,-0.0013,0,0.0071
2014-04-30,-0.00197084992917917,-0.000283009395245171,0.0035,0.0022,-4e-04,0,0.0055
2014-05-01,0.00890522571523822,0.0070802862179451,4e-04,-0.0017,-0.0018,0,9e-04
2014-05-02,-0.00643645192613684,-0.0073117335808478,-7e-04,0.0026,0.0043,0,0.0012
2014-05-05,-0.000227338101718821,0.00453258940325263,0.0013,-0.0037,-0.0055,0,0.0042
2014-05-06,-0.0240048600660027,-0.0152842069076601,-0.0103,-0.0048,0.0012,0,-0.0041
2014-05-07,-0.010055489254674,0.00229932271353595,0.0045,-0.0075,0.0112,0,-0.0018
2014-05-08,0.00203935101147223,-0.00229404795696264,-0.0026,-0.0097,0.0038,0,-0.0062
2014-05-09,0.0151272537708338,0.0102038987979467,0.0025,0.0062,-0.0036,0,-0.0018
2014-05-12,0.0215719168936681,0.0122349704796436,0.012,0.0134,-0.0025,0,0.009
2014-05-13,0.00598202601493192,0.000140524865239078,-5e-04,-0.0103,0.0022,0,-0.0017
2014-05-14,-0.0120805029460767,-0.01391242458682,-0.006,-0.0112,-0.0046,0,-0.0042
2014-05-15,-0.0126650662710972,-0.00456014023441365,-0.009,0.0033,-0.0027,0,-0.0027
2014-05-16,0.00125011504537298,0.0156049373807179,0.0036,0.0022,-0.0042,0,-0.0018
2014-05-19,0.0158077550205653,0.00112730620147228,0.005,0.0063,6e-04,0,0.0069
2014-05-20,0.00172072691248881,-0.0111233611662487,-0.0078,-0.0079,0.0024,0,9e-04
2014-05-21,0.0173094077941875,0.00242056708956451,0.0081,-0.0028,0.001,0,0.0043
2014-05-22,0.0113555610510305,0.0142046377796261,0.0036,0.006,-0.0025,0,6e-04
2014-05-23,0.0140168023656051,0.00812356233618328,0.0049,0.0059,-0.0022,0,0.0042
2014-05-27,0.0239732650156239,0.0233393890489799,0.0069,0.0067,-0.0017,0,0.0048
2014-05-28,-0.00754482209379936,-0.00529444839251247,-0.0011,-0.0027,0.0022,0,0.0019
2014-05-29,-0.00284863761306187,-0.00218373874686761,0.0054,-0.0023,-0.0012,0,0.0027
2014-05-30,-0.000339189301065135,0.001778061921063,6e-04,-0.0063,0.0025,0,-2e-04
2014-06-02,-0.0106450271132599,0.00832883698811182,6e-04,-0.0066,0.0038,0,0.0024
2014-06-03,-0.01622950155819,0.00446832180303436,-5e-04,-0.0023,0.0019,0,0.0018
2014-06-04,-0.000513822909221862,0.00660554569341532,0.0028,0.0024,-8e-04,0,0.0035
2014-06-05,0.0169647514354845,0.00067001087630647,0.0077,0.0128,-0.0019,0,-0.0013
2014-06-06,0.00438706141259426,0.00816362412834226,0.0054,0.0049,-1e-04,0,-0.0022
2014-06-09,0.0104075335505598,-0.00199096808112786,0.0022,0.01,-0.0032,0,-0.0042
2014-06-10,-0.0027930578937474,-0.00771517249200504,-3e-04,-0.0019,-4e-04,0,-0.0014
2014-06-11,-0.00305058432418504,0.00268109040733666,-0.0034,-0.0018,-0.0025,0,0.0023
2014-06-12,-0.0134027447477044,-0.0112300277317898,-0.0068,0.0011,0.0017,0,-0.0026
2014-06-13,0.000743624886795358,0.00987019713054993,0.0031,-5e-04,-0.0018,0,-9e-04
2014-06-16,-0.0135565341633495,0.00535562953587743,0.0013,0.0042,-0.007,0,0.001
2014-06-17,-0.00233339132693178,0.00292954026745451,0.0034,0.0056,0.0047,0,-4e-04
2014-06-18,0.0190787817950291,0.0033197157060465,0.0075,-0.0025,-0.001,0,0.001
2014-06-19,0.00276489003925739,0.0221016189889505,0.0012,-0.0014,-2e-04,0,0.0011
2014-06-20,0.00263108934436307,-0.00815743218357545,0.0018,0.0021,6e-04,0,0.0036
2014-06-23,0.0154397293170978,0.00169725531685527,-1e-04,-0.0022,0.0011,0,-0.0016
2014-06-24,-0.000584130514644232,0.00912278464223415,-0.0072,-0.0037,-0.0024,0,-0.0045
2014-06-25,0.0248485538129806,0.0089115882734665,0.0053,0.0033,0.0014,0,0.0039
2014-06-26,-0.00457965378824443,-0.000768379356204107,-0.0011,-8e-04,3e-04,0,0.0022
2014-06-27,0.00215282672750905,-0.00153725349575762,0.0026,0.0048,-0.0022,0,-0.0016
2014-06-30,-0.00339549828293828,-0.00718488509578896,7e-04,0.0026,0.0017,0,0.0013
2014-07-01,0.0128458917890182,0.0090458056120517,0.0074,0.0043,-0.0039,0,0.0022
2014-07-02,-0.00057487450588245,0.00140912235319179,-3e-04,-0.0047,-0.0019,0,-7e-04
2014-07-03,0.00411272605340018,0.0111266148679077,0.0059,0.0021,0.001,0,4e-04
2014-07-07,-0.00424126545111714,-0.00467969606731677,-0.0062,-0.012,0.0035,0,-0.0015
2014-07-08,-0.0191670445023678,-0.00165240321216487,-0.0082,-0.0056,0.0072,0,-0.0024
2014-07-09,0.00873764462603011,0.0113289524895399,0.0046,-0.0041,-0.0011,0,0.0031
2014-07-10,-0.00864464191556447,-0.00755165452902284,-0.0049,-0.0059,-2e-04,0,0
2014-07-11,0.0141482145626688,-0.00317056179012432,0.0012,-0.0031,-0.0037,0,0.0011
2014-07-14,0.00982415963782501,-0.000509219490798296,0.0046,-1e-04,-0.0016,0,0.0041
2014-07-15,-0.00015382620895199,0.00420076950828063,-0.0032,-0.0082,0.0101,0,-0.0049
2014-07-16,-0.00362529752319873,-0.00202797464224547,0.0032,-0.0059,0.0034,0,-0.0015
2014-07-17,-0.0153263105571185,-0.0189256540628829,-0.0121,-0.0036,0.002,0,-0.0054
2014-07-18,0.0372126639128161,0.00906275302373083,0.0112,0.0045,-0.0048,0,0.0053
2014-07-21,-0.00942734779963628,-0.00423395577665198,-0.0025,-0.0023,5e-04,0,0.0026
2014-07-22,0.00894030993827477,0.0145598130413063,0.0053,0.0027,-0.0032,0,0.0028
2014-07-23,0.00208489082189356,0.00508027613202922,0.0019,0.001,-0.0073,0,-0.002
2014-07-24,-0.00441290639649039,0.0165527413791939,5e-04,-0.0028,1e-04,0,-0.0015
2014-07-25,-0.00729749809304714,-0.0212555019343836,-0.0053,-0.0036,0.0015,0,-0.0022
2014-07-28,0.0026824369261147,-0.00482549477495331,-8e-04,-0.0045,0.0026,0,-0.0023
2014-07-29,-0.00844910505910035,0.00370073815743543,-0.0033,0.0063,-0.0065,0,-0.0023
2014-07-30,0.00309081100235264,0.0031780554776395,0.0012,0.0035,-0.0032,0,-0.0013
2014-07-31,-0.02693130651759,-0.0154622638589503,-0.0203,-0.0017,0.0048,0,-0.0069
2014-08-01,-0.00967465552328495,-0.00901130274920925,-0.0032,-0.0025,-5e-04,0,0.003
2014-08-04,0.0125073832404554,0.00714460314310061,0.0074,4e-04,-0.0025,0,0.0056
2014-08-05,-0.0140976108800025,-0.00621194210329457,-0.0084,0.0072,-0.0017,0,-0.0032
2014-08-06,0.00230776099510166,0.00442744980602083,2e-04,0.0039,0.0014,0,-0.0056
2014-08-07,-0.00532166074599794,-0.00544516104967374,-0.0052,-6e-04,-0.0013,0,9e-04
2014-08-08,0.00960312370473404,0.0118627176177515,0.0113,-0.0014,-0.0018,0,6e-04
2014-08-11,-0.00156479921461838,0.00322093372250531,0.004,0.0056,-0.0029,0,2e-04
2014-08-12,-0.00906875519319628,-0.000642181434599487,-0.0023,-0.0057,0.0027,0,-5e-04
2014-08-13,0.0214133958762255,-0.00745302706400763,0.0069,-0.0014,-0.0026,0,0.008
2014-08-14,-0.000226164670594553,-0.00802673697399781,0.0044,-0.0026,3e-04,0,-0.0032
2014-08-15,-0.00203593725871187,0.00378490515896579,0,-0.0015,-0.0014,0,0.004
2014-08-18,0.0151355829679529,0.00884128516842697,0.0093,0.0059,-0.0019,0,0.0014
2014-08-19,0.00807338644885247,0.0068307069507616,0.0049,-0.0012,-0.001,0,-3e-04
2014-08-20,-0.00403846763247107,-0.00115195386916889,0.0019,-0.0064,0.0028,0,4e-04
2014-08-21,-0.00191611225869626,-0.00717690207053479,0.0028,-7e-04,0.0081,0,-0.004
2014-08-22,-0.001388514635283,-0.00245252762054171,-0.001,0.0026,-0.0035,0,7e-04
2014-08-25,-0.00405104634140707,0.0089286511826312,0.005,-0.0021,3e-04,0,0.0027
2014-08-26,-0.00403313484377121,-0.00230831134309206,0.0019,0.0068,-0.0031,0,-0.0023
2014-08-27,-0.0118714405103126,0.00167069574642142,0,-0.0021,0.0014,0,6e-04
2014-08-28,-0.0031523141477684,-0.0014113099639913,-0.0019,-0.0039,0.001,0,4e-04
2014-08-29,0.00421644969073909,0,0.0039,0.0028,7e-04,0,7e-04
2014-09-02,0.0100244638849554,-0.00424111568440988,6e-04,0.0042,-0.001,0,0.0029
2014-09-03,0.00105660056175694,-0.00890560125324724,-0.0014,-0.0049,0.0025,0,-0.0016
2014-09-04,0.00699033198321364,0.00481802697026823,-0.0017,-0.0016,-0.0014,0,-0.0036
2014-09-05,0.00704497045741248,0.010238748582581,0.0045,-0.0028,-5e-04,0,0.0029
2014-09-08,0.00621070683252212,-0.00359200526655656,-0.0022,0.0047,-0.0045,0,0.0015
2014-09-09,-0.0147697313828369,-0.00708166908227836,-0.0072,-0.0042,-1e-04,0,0.0014
2014-09-10,0.00359720568384558,0.00116732444403889,0.0045,0.0015,-0.004,0,0
2014-09-11,-0.00300114799485152,-0.0141173628612283,0.0019,0.0048,0.0021,0,-0.001
2014-09-12,-0.00985644533272489,-0.00853900109627392,-0.0055,-0.0019,0.0015,0,-0.0039
2014-09-15,-0.00437781988972985,-0.00728766173617335,-0.0028,-0.0093,0.0064,0,-0.0012
2014-09-16,0.0119525264359992,0.00226909821357579,0.007,-0.004,-0.0013,0,0.0067
2014-09-17,0.00831099032450133,0.00332912947814656,0.0017,8e-04,-0.0021,0,9e-04
2014-09-18,0.00769542429839243,0.00517649700116962,0.005,1e-04,0,0,6e-04
2014-09-19,0.0115566145519241,0.00448986323581657,-0.0018,-0.0096,4e-04,0,5e-04
2014-09-22,-0.0146121408778646,-0.019324458749296,-0.0097,-0.0054,9e-04,0,-5e-04
2014-09-23,-0.0106236036772493,-0.00857884242535367,-0.0062,-0.0032,-6e-04,0,0.0026
2014-09-24,0.0118045350327567,0.0183881962921022,0.0081,4e-04,-0.0092,0,0.0017
2014-09-25,-0.0219901609001832,-0.0159319893752244,-0.0162,0.0013,0.0013,0,-0.0023
2014-09-26,0.00354747084666363,0.0141661223908558,0.0085,-6e-04,-0.0025,0,0.0057
2014-09-29,-0.00128227712690188,0.00133028803119073,-0.0022,0.0019,-0.0045,0,0.0013
2014-09-30,0.00173501281714805,0.00252441715580054,-0.004,-0.0101,0.0013,0,-0.0016
2014-10-01,-0.0157439942144486,-0.0112644779774684,-0.0139,-0.0013,0.0032,0,-0.0036
2014-10-02,0.00318501509837987,-0.00214404267097967,0.0015,0.0097,-0.0037,0,-0.0026
2014-10-03,0.00912157738150521,0.0193418231876061,0.0108,-0.0039,-0.0043,0,0.0051
2014-10-06,0.00359824540106124,-0.0097511201354431,-0.0026,-0.0077,0.0037,0,-0.0034
2014-10-07,-0.0235732536354766,-0.0146375047687483,-0.0156,-0.0012,0.0015,0,0.001
2014-10-08,0.0155390925327614,0.0163401317654881,0.017,-1e-04,-6e-04,0,0.0028
2014-10-09,-0.0202969634790188,-0.0103637921135848,-0.0217,-0.0047,-0.0038,0,4e-04
2014-10-10,-0.0292218800284939,-0.00026883929799093,-0.013,-7e-04,0.0055,0,-0.0039
2014-10-13,-0.0207166895549444,-0.030485967686528,-0.0159,0.0131,0.0052,0,-0.0094
2014-10-14,0.00887078600636015,0.00761878169698393,0.0028,0.0082,-9e-04,0,-0.0082
2014-10-15,-0.0147041747212301,-0.00494907746529061,-0.0053,0.0166,-0.0138,0,-0.0072
2014-10-16,-0.0104144964604295,0.00359203444971379,0.0022,0.0108,0.0019,0,-0.0028
2014-10-17,-0.0254333042499992,0.0123899265685623,0.0114,-0.0156,-9e-04,0,0.0107
2014-10-20,0.0189173865279777,0.0157738212752434,0.0094,0.0013,-0.0034,0,5e-04
2014-10-21,0.0109438495239462,-0.00455177037769405,0.0198,-0.0041,4e-04,0,0.0026
2014-10-22,0.0117180662590113,0.00322756523983503,-0.0085,-0.0054,0.0019,0,0.0075
2014-10-23,0.0211559623652049,0.00321733082402331,0.0129,0.0045,-0.0046,0,8e-04
2014-10-24,-0.00772094114124566,0.0129610804293283,0.0066,-0.0049,-0.0012,0,0.0106
2014-10-27,0.00183410963446362,0.00211057387406544,-0.0017,7e-04,-0.0029,0,0.0035
2014-10-28,0.0150340939041098,0.0142157387617174,0.0137,0.0156,-2e-04,0,-0.0029
2014-10-29,0.000783403865159293,-0.00661885271485585,-0.0018,3e-04,0.0041,0,0.0024
2014-10-30,0.00178406305734402,0.0101907062990563,0.006,0.0021,-0.005,0,0
2014-10-31,0.0159364407156135,-0.0227624879207866,0.0123,0.0031,0.0016,0,-2e-04
2014-11-03,-0.00690419001636011,0.00714621780685443,-1e-04,-0.003,-5e-04,0,0.0035
2014-11-04,-0.00199926917441762,0.00801615591100213,-0.0035,-4e-04,-0.002,0,0.0051
2014-11-05,-0.0147803961569288,-0.000651979498002553,0.0048,-0.0042,0.0085,0,-0.0021
2014-11-06,-0.00710728368015034,0.0103053824039381,0.0049,6e-04,-0.0049,0,0.002
2014-11-07,-0.00190019197792224,0.00439015223545414,9e-04,2e-04,0.0047,0,-0.009
2014-11-10,0.0119775248750971,0.00232315562148444,0.0033,0.0015,-0.0049,0,0.0063
2014-11-11,0.00511429340185399,0.00103049809416533,0.001,0,-0.0029,0,-0.0034
2014-11-12,-0.00541536680255361,0.00154368515145098,7e-04,0.0071,-0.0028,0,-0.0021
2014-11-13,-0.00352627625837576,0.000513540734322859,-3e-04,-0.0091,-0.0028,0,0.0039
2014-11-14,-0.00179698429147346,0.00295296644039245,6e-04,-0.0014,0.0015,0,-0.0077
2014-11-17,-0.0144930400029305,-0.0037118074315805,-5e-04,-0.0094,0.0027,0,0.0058
2014-11-18,-0.0027584632876072,-0.00334098020112494,0.0051,-1e-04,-0.0036,0,0.0065
2014-11-19,0.00366326228686709,0.00322293090394643,-0.0021,-0.0087,0,0,-6e-04
2014-11-20,-0.00402235798923356,0.00488299733903408,0.0031,0.0087,1e-04,0,-0.0072
2014-11-21,0.00499218114269984,0.0199488876749672,0.0048,-0.0037,-7e-04,0,-0.0037
2014-11-24,0.00329310585679488,0.00952854037077033,0.004,0.009,-0.0053,0,0.0012
